Ticket_Number,GDS_Record_Locator,Reservation_Date,Ticket_Issue_Date,Trip_Departure_Date,Airline_Name,Cabin_Class,Domestic_International_Indicator,Origin_City_Code,Destination_City_Code,Routing,Invoice_Amount,Tax_Amount,Total_Amount,Mileage,Days_Advance_Purchase,Trip_Length,One_Way_Indicator,Exchange_Indicator,Exchange_Original_Ticket_Number,Refund_Indicator,Original_Invoice_Number,Online_Booking_Indicator,Fare_Category,Agency
NULL,GPKWXD,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SMF,ONT,SMF/ONT/SMF,390.7,55,445.7,780.324898,5,6,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,GPKWZV,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,PBI,ATL,PBI/ATL,99.53,21.57,121.1,546.4721419,2,2,NULL,N,NULL,N,NULL,N,_CA,Agency B
NULL,GQMYTT,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,SAT,DAL/SAT/DAL,321.86,46.14,368,496.1363983,2,11,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,GREMXC,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,SAT,DAL/SAT/DAL,321.86,46.14,368,496.1363983,6,2,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,GRQEDF,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,BWI,ATL/BWI/ATL,288.37,43.63,332,1153.272305,3,2,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,GSAFDY,00:00.0,00:00.0,00:00.0,KODIAK ISLAND AIR,Coach,D,ANC,KOZ,ANC/ADQ/KOZ,60,NULL,60,264.4425029,1,2,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency B
NULL,GSDSKY,00:00.0,00:00.0,00:00.0,SMOKEY BAY AIR,Coach,D,SOV,HOM,SOV/HOM/SOV,120,NULL,120,33.03194496,6,11,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,GSMWGM,NULL,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,GEG,BOI,GEG/BOI/GEG,-338.6,-47.4,-386,-575.0129505,0,-3,NULL,N,NULL,Y,NULL,N,Unrestricted Commercial ,Agency B
NULL,GSMWGM,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,GEG,BOI,GEG/BOI/GEG,338.6,47.4,386,575.0129505,5,3,NULL,N,NULL,N,NULL,N,Unrestricted Commercial ,Agency B
NULL,GSQNCF,NULL,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,-219.54,-38.46,-258,-695.2925979,-1,-4,NULL,N,NULL,Y,NULL,N,YCA,Agency B
NULL,GSQNCF,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,219.54,38.46,258,695.2925979,17,4,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,GSYLEU,00:00.0,00:00.0,00:00.0,LAKE CLARK AIR,Coach,D,ANC,NNL,ANC/NNL/ANC,483.75,NULL,483.75,369.188389,2,8,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,GTIYFW,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,133.02,31.78,164.8,761.3834087,2,1,NULL,N,NULL,N,NULL,NULL,YCA,Agency B
NULL,GUNWYT,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,AKP,FAI,AKP/FAI/AKP,380,NULL,380,506.8684729,11,17,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,GUOPJQ,NULL,00:00.0,00:00.0,DELTA AIR LINES,Coach,D,ATL,LAX,ATL/LAX/ATL,-4,0,-4,-3888.613542,-1,-6,NULL,N,NULL,Y,NULL,Y,DG,Agency B
NULL,GVCIMD,NULL,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,PBI,ATL/PBI/ATL,-199.06,-36.94,-236,-1092.944532,-9,-2,NULL,N,NULL,Y,NULL,Y,_CA,Agency B
NULL,GVCIMD,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,PBI,ATL/PBI/ATL,199.06,36.94,236,1092.944532,5,2,NULL,N,NULL,N,NULL,Y,_CA,Agency B
NULL,GVKJIW,00:00.0,00:00.0,00:00.0,LAKE CLARK AIR,Coach,D,ANC,PTA,ANC/PTA/ANC,483.75,NULL,483.75,322.5596914,2,12,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,GVOTYT,00:00.0,00:00.0,00:00.0,BERING AIR INC,Coach,D,ANC,OTZ,ANC/OTZ/LUR/OTZ/ANC,700,NULL,700,1422.98354,38,44,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,GWJSDI,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SNA,OAK,SNA/OAK/SNA,381.4,56.8,438.2,742.7535305,1,1,NULL,N,NULL,N,NULL,N,DG,Agency B
NULL,GWQOZX,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,JAX,ATL,JAX/ATL/JAX,231.62,39.38,271,540.9299457,5,3,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,GXCQZI,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,CLE,MDW,CLE/MDW/CLE,333.02,46.98,380,614.7155373,5,5,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,GYBDON,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,PHX,SAN,PHX/SAN/PHX,251.16,47.04,298.2,608.1007225,5,5,NULL,N,NULL,N,NULL,N,_CA,Agency B
NULL,GYBLHB,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,LAS,SFO/LAS/SFO,146.98,39.22,186.2,826.9360795,3,3,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,GYEYEW,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,ANC,KYU,ANC/FAI/GAL/KYU_HUS/FAI/ANC,190,NULL,190,1013.5114,6,13,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,GYPRCX,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,CLE,MDW/CLE/MDW,333.02,46.78,379.8,614.7155373,5,2,NULL,N,NULL,N,NULL,Y,YCA,Agency B
NULL,GZETEZ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,STL,DAL/STL/DAL,465.12,56.68,521.8,1093.113152,5,4,NULL,N,NULL,N,NULL,Y,YCA,Agency B
NULL,GZIJMO,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,HRL,DAL/HRL/DAL,386.98,55.02,442,920.8991543,5,1,NULL,N,NULL,N,NULL,N,DG,Agency B
NULL,HAEEJO,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SLC,DEN,SLC/DEN/SLC,133.02,31.98,165,761.3834087,5,4,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,HAHYBZ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,IAD,MDW/IAD/MDW,496.74,59.06,555.8,1155.585439,6,3,NULL,N,NULL,N,NULL,Y,YCA,Agency B
NULL,HASKUG,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,TPA,ATL,TPA/ATL/TPA,238.14,39.86,278,815.0167464,6,3,NULL,N,NULL,N,NULL,N,_CA,Agency B
NULL,HBGERP,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,BWI,SFO,BWI/SFO,216.74,31.26,248,2453.326718,0,1,NULL,N,NULL,N,NULL,NULL,DG,Agency B
NULL,HCEEZU,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,ANC,BTT,ANC/FAI/BTT/FAI/ANC,340,NULL,340,875.5959336,15,18,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency B
NULL,HCNBNU,00:00.0,00:00.0,00:00.0,LAKE AND PEN AIR,Coach,D,ANC,PTA,ANC/PTA/ANC,490,NULL,490,322.5596914,4,7,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,HCPCTA,00:00.0,00:00.0,00:00.0,KATMAI AIR,Coach,D,ANC,BKF,ANC/AKN/BKF/AKN/ANC,182,NULL,182,608.7365735,20,24,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,HDAUMM,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ELP,ABQ,ELP/PHX/ABQ/PHX/ELP,453.96,79.24,533.2,1347.807869,18,5,NULL,N,NULL,N,NULL,N,DG,Agency B
NULL,HDTOUY,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,113.48,36.72,150.2,894.5282589,5,2,NULL,N,NULL,N,NULL,N,_CA,Agency B
NULL,HEITCJ,00:00.0,00:00.0,00:00.0,YUTE AIR,Coach,D,ANC,PUT,ANC/BET/PUT_PTU/BET/ANC,390,NULL,390,917.6084487,3,7,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,HEITCJ,00:00.0,00:00.0,00:00.0,YUTE AIR,Coach,D,BET,PTU,BET/PTU/BET,390,NULL,390,246.6606422,3,7,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,HETEMA,00:00.0,00:00.0,00:00.0,TAQUAN AIR,Coach,I,JNU,KTN,JNU/KTN_XXX/KTN/JNU,189,NULL,189,2756.593858,12,17,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,HFIKGY,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,113.48,30.52,144,894.5282589,5,1,NULL,N,NULL,N,NULL,N,Restricted Commercial,Agency B
NULL,HGCLMZ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SEA,ABQ,SEA/ABQ,203.72,26.28,230,1180.202281,5,6,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,HHJJYL,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SJC,LAX,SJC/LAX/SJC,100.46,29.54,130,616.4123123,1,2,NULL,N,NULL,N,NULL,N,_CA,Agency B
NULL,HHMQZH,NULL,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,-133.02,-31.98,-165,-761.3834087,-3,-2,NULL,N,NULL,Y,NULL,N,YCA,Agency B
NULL,HHMQZH,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,133.02,31.98,165,761.3834087,5,2,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,HHYOCT,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,133.02,31.98,165,761.3834087,2,2,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,HIOEWC,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,AET,FAI/AET/FAI,340,NULL,340,364.5356282,2,4,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,HIVLEJ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,LIT,DAL/LIT/DAL,292.1,43.7,335.8,591.3437008,0,2,NULL,N,NULL,N,NULL,NULL,YCA,Agency B
NULL,HIYOWY,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,LAS,RNO,LAS/RNO/LAS,299.54,44.46,344,691.8654351,5,2,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,HJIJUQ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,STL,MCI,STL/MCI,139.53,21.47,161,237.4101874,5,1,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,HJKWKA,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,CLE,MDW,CLE/MDW/CLE,333.02,46.98,380,614.7155373,3,3,NULL,N,NULL,N,NULL,NULL,YCA,Agency B
NULL,HJPYMC,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,BWI,ATL/BWI/ATL,288.37,43.63,332,1153.272305,2,3,NULL,N,NULL,N,NULL,N,Restricted Commercial,Agency B
NULL,HJUUWI,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,113.48,36.72,150.2,894.5282589,4,1,NULL,N,NULL,N,NULL,N,_CA,Agency B
NULL,HLHXFI,NULL,00:00.0,00:00.0,US AIRWAYS,Coach,D,MCI,DCA,MCI/DCA/MCI,-375.82,-50.18,-426,-1897.501878,0,-4,NULL,N,NULL,Y,NULL,NULL,YCA,Agency B
NULL,HLLSHE,00:00.0,00:00.0,00:00.0,BERING AIR INC,Coach,D,WMO,OME,WMO/OME/WMO,292,NULL,292,123.1657892,18,22,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,HMWJLJ,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,VEE,FAI/VEE/FAI,320,NULL,320,316.3034255,12,15,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,HMXXIS,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,BTT,FAI/BTT/FAI,340,NULL,340,356.809285,2,5,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,HNCCAP,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MCI,BWI,MCI/BWI/MCI,392.56,51.44,444,1931.62032,3,4,NULL,N,NULL,N,NULL,N,Unrestricted Commercial ,Agency B
NULL,HNLFUO,00:00.0,00:00.0,00:00.0,BERING AIR INC,Coach,D,WLK,FAI,WLK/OTZ/ANC/FAI/ANC/OTZ/WLK,180,NULL,180,1760.487481,7,19,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,HOCUFF,00:00.0,00:00.0,00:00.0,COUPSHIAK AIR,Coach,D,DLG,TOG,DLG/TOG/DLG,280,NULL,280,133.4458886,31,37,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,HOSOJO,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SLC,DEN,SLC/DEN/SLC,133.02,38.18,171.2,761.3834087,3,3,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,HPTWSU,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,MCO,ATL/MCO/ATL,246.52,40.28,286.8,808.8590748,3,4,NULL,N,NULL,N,NULL,NULL,YCA,Agency B
NULL,HPWRCL,00:00.0,00:00.0,00:00.0,YUTE AIR,Coach,D,ANC,PUT,ANC/BET/PUT_PTU/BET/ANC,390,NULL,390,917.6084487,3,7,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,HPWRCL,00:00.0,00:00.0,00:00.0,YUTE AIR,Coach,D,BET,PTU,BET/PTU/BET,390,NULL,390,246.6606422,3,7,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,HQHAHP,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,LAS,SMF,LAS/SMF/LAS,372.1,49.7,421.8,795.2786627,5,4,NULL,N,NULL,N,NULL,Y,YCA,Agency B
NULL,HQPYUJ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,PBI,ATL/PBI/ATL,199.06,36.74,235.8,1092.944532,3,2,NULL,N,NULL,N,NULL,Y,_CA,Agency B
NULL,HRPHAN,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAN,SFO,SAN/SFO,75.35,16.65,92,447.2639429,6,1,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,HSDTJL,00:00.0,00:00.0,00:00.0,TUCKET AVIATION,Coach,D,DLG,GNU,DLG/GNU,500,NULL,500,109.3587532,0,1,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,HSGAVM,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,113.48,30.52,144,894.5282589,6,2,NULL,N,NULL,N,NULL,N,_CA,Agency B
NULL,HSIDDN,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,LAS,SFO/LAS/SFO,146.98,39.22,186.2,826.9360795,3,3,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,HSZTTK,NULL,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,MSY,DAL/MSY/DAL,-379.54,-50.26,-429.8,-872.2082918,-4,-4,NULL,N,NULL,Y,NULL,Y,YCA,Agency B
NULL,HSZTTK,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,MSY,DAL/MSY/DAL,379.54,50.26,429.8,872.2082918,5,4,NULL,N,NULL,N,NULL,Y,YCA,Agency B
NULL,HTSBNI,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SAN,SFO,SAN/SFO/SAN,113.48,36.72,150.2,894.5282589,4,3,NULL,N,NULL,N,NULL,N,_CA,Agency B
NULL,HTXGLS,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,FLL,ATL/FLL/ATL,228.84,45.36,274.2,1164.534197,5,5,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,HTXGLS,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,FLL,ATL/FLL/ATL,NULL,NULL,NULL,1164.534197,0,6,NULL,N,NULL,N,NULL,N,Unrestricted Commercial ,Agency B
NULL,HUGMAQ,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ELP,HOU,ELP/HOU,259.53,30.47,290,677.5744555,8,1,NULL,N,NULL,N,NULL,N,_CA,Agency B
NULL,HURYRE,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,LAS,RNO,LAS/RNO/LAS,299.54,50.66,350.2,691.8654351,5,3,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,HVRRPO,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MCI,DEN,MCI/DEN/MCI,165.58,34.42,200,1084.662081,4,6,NULL,N,NULL,N,NULL,Y,_CA,Agency B
NULL,HWBVOB,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,198.14,36.66,234.8,695.2925979,5,3,NULL,N,NULL,N,NULL,Y,YCA,Agency B
NULL,HWGFAN,00:00.0,00:00.0,00:00.0,BERING AIR INC,Coach,D,OME,OTZ,OME/OTZ,300,NULL,300,183.0932801,5,6,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,HWJEEN,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,198.14,36.66,234.8,695.2925979,5,3,NULL,N,NULL,N,NULL,NULL,YCA,Agency B
NULL,HXDNXV,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,OAK,PHX,OAK/PHX/SAN,345.11,47.89,393,949.2136421,2,2,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,HXIOCV,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,HOU,MSY,HOU/MSY,173.95,22.45,196.4,301.8608333,6,1,NULL,N,NULL,N,NULL,NULL,YCA,Agency B
NULL,HXOPDN,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,LAS,SFO/LAS/SFO,146.98,32.82,179.8,826.9360795,3,5,NULL,N,NULL,N,NULL,NULL,YCA,Agency B
NULL,HXQCWG,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,113.48,30.52,144,894.5282589,5,1,NULL,N,NULL,N,NULL,N,Restricted Commercial,Agency B
NULL,HXVANX,00:00.0,00:00.0,00:00.0,BERING AIR INC,Coach,D,OME,SHH,OME/SHH/OME,432,NULL,432,244.0670301,3,4,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,HXWNER,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,132.09,38.11,170.2,894.5282589,5,3,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,HXYLEI,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MDW,MSP,MDW/MSP/MDW,176.74,35.26,212,695.2925979,1,3,NULL,N,NULL,N,NULL,NULL,_CA,Agency B
NULL,HYEQGS,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,ANC,BTT,ANC/FAI/BTT/FAI/ANC,316.28,23.72,340,875.5959336,3,9,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency B
NULL,HYEQGS,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,ANC,BTT,ANC/FAI/BTT/FAI/ANC,316.28,23.72,340,875.5959336,0,6,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency B
NULL,HZEMHT,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MSY,ATL,MSY/ATL/HOU/MSY,247.44,50.06,297.5,1423.342462,5,4,NULL,N,NULL,N,NULL,N,Unrestricted Commercial ,Agency B
NULL,HZXIFJ,00:00.0,00:00.0,00:00.0,BERING AIR INC,Coach,D,OME,OTZ,OME/OTZ/OME,540,NULL,540,366.1866809,15,18,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,IAKEGX,00:00.0,00:00.0,00:00.0,GRANT AVIATION,Coach,D,CDB,KCV,CDB/KCV_KVC/CDB/ANC,270,NULL,270,638.8525488,27,31,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,IAQWLU,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,TPA,ATL,TPA/ATL/TPA,238.14,39.86,278,815.0167464,4,11,NULL,N,NULL,N,NULL,NULL,_CA,Agency B
NULL,IAURUV,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,FAI,AET,FAI/AET,170,NULL,170,182.2676292,3,4,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,IAXABB,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,PBI,ATL/PBI/ATL,199.06,43.14,242.2,1092.944532,0,2,NULL,N,NULL,N,NULL,N,_CA,Agency B
NULL,IBCZOI,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SLC,DEN,SLC/DEN/SLC,161.86,34.14,196,761.3834087,5,9,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,ICCMEC,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MCI,SEA,MCI/LAS/SEA/SAN/MCI,416.75,80.45,497.2,4389.572524,10,8,NULL,N,NULL,N,NULL,N,DG,Agency B
NULL,ICEMPK,00:00.0,00:00.0,00:00.0,BERING AIR INC,Coach,D,OME,SHH,OME/SHH/OME,432,NULL,432,244.0670301,6,7,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,ICHNXC,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,MSY,DAL,MSY/DAL/MSY,379.54,50.26,429.8,872.2082918,5,3,NULL,N,NULL,N,NULL,Y,YCA,Agency B
NULL,ICHRJX,00:00.0,00:00.0,00:00.0,FRONTIER FLYING,Coach,D,KLW,SIT,KLW/SIT,270,NULL,270,134.9142373,0,1,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,ICMOBC,NULL,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,MAF,DAL/MAF/DAL,-416.74,-57.96,-474.7,-638.5011208,-3,-1,NULL,N,NULL,Y,NULL,N,DG,Agency B
NULL,ICMOBC,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DAL,MAF,DAL/MAF/DAL,416.74,57.96,474.7,638.5011208,15,1,NULL,N,NULL,N,NULL,N,DG,Agency B
NULL,IDASLP,00:00.0,00:00.0,00:00.0,ALASKA MARINE HIGHWAY (FERRY),Coach,D,GST,JNU,GST/JNU,91,NULL,91,41.27569663,0,1,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,IDATKL,00:00.0,00:00.0,00:00.0,GRANT AVIATION,Coach,D,ADQ,KVC,ADQ/ANC/CDB/KVC/CDB/ANC/ADQ,270,NULL,270,1784.07757,27,31,NULL,N,NULL,N,NULL,NULL,Restricted Commercial,Agency B
NULL,IFBMGU,00:00.0,00:00.0,00:00.0,EVERETS AIR,Coach,D,EAA,FAI,EAA/FAI/EAA,340,NULL,340,395.3813648,6,10,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,IFOJSJ,00:00.0,00:00.0,00:00.0,EVERETS AIR,Coach,D,EAA,FAI,EAA/FAI/BTT/FAI/EAA,340,NULL,340,752.1906498,14,22,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,IFOJSJ,00:00.0,00:00.0,00:00.0,WRIGHT AIR SERVICE,Coach,D,EAA,FAI,EAA/FAI/BTT/FAI/EAA,340,NULL,340,752.1906498,14,22,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,IFREWT,NULL,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,-161.86,-40.34,-202.2,-761.3834087,-1,-3,NULL,N,NULL,Y,NULL,N,YCA,Agency B
NULL,IFREWT,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,161.86,40.34,202.2,761.3834087,5,3,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,IFVVKB,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,SFO,SAN,SFO/SAN/SFO,113.48,30.52,144,894.5282589,5,1,N,N,NULL,N,NULL,N,_CA,Agency B
NULL,IFZBHT,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,LAS,DEN/LAS/DEN,229.77,39.23,269,1230.474703,0,4,NULL,N,NULL,N,NULL,NULL,YCA,Agency B
NULL,IFZBHT,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,LAS,DEN,LAS/DEN,57,NULL,57,615.237482,1,1,NULL,N,NULL,N,NULL,NULL,Unrestricted Commercial ,Agency B
NULL,IGCFVH,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,ATL,FLL,ATL/FLL/ATL,228.84,39.16,268,1164.534197,5,4,NULL,N,NULL,N,NULL,N,YCA,Agency B
NULL,IGIIID,00:00.0,00:00.0,00:00.0,SOUTHWEST AIR,Coach,D,DEN,SLC,DEN/SLC/DEN,161.86,34.14,196,761.3834087,5,2,NULL,N,NULL,N,NULL,N,YCA,Agency B
